[thewall.engine.twilight.TwilightApp] [21:40:11] main/INFO ] - Initializing Twilight 1.1.0.3
[thewall.engine.twilight.runtime.AbstractRuntime] [21:40:12] TwLight Main Thread/INFO ] - Starting runtime for [Twilight Game App Runtime]
[thewall.engine.twilight.utils.WatchdogMonitor] [21:40:12] TwLight Main Thread/INFO ] - Watchdog started, working in background active
[thewall.engine.twilight.debugger.console.ConsoleOutProxy.OutStream] [21:40:12] TwLight Main Thread/INFO ] - 
[thewall.engine.twilight.shaders.ShaderProgram] [21:40:12] TwLight Main Thread/ERROR] - Uniform from [thewall.engine.twilight.shaders.StaticShader] [random] not found
[thewall.engine.twilight.debugger.console.ConsoleOutProxy.OutStream] [21:40:12] TwLight Main Thread/INFO ] - 
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - CPU:       Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - OpenGL:    4.6.0 - Build 30.0.100.9864
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - GPU:       Intel(R) HD Graphics 630
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Vendor:    Intel
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Memory :   16268MB
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Baseboard: ASUSTeK COMPUTER INC. unknown
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Sound 1:   Realtek Semiconductor Corp. Realtek High Definition Audio Realtek High Definition Audio RTKVHD64.sys 6.0.8899.1
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Sound 2:   Intel(R) Corporation Audio dla wyświetlaczy Intel(R) Audio dla wyświetlaczy Intel(R) IntcDAud.sys 10.27.0.10
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Sound 3:   Microsoft USB Audio Device USB Audio Device USBAUDIO.sys 10.0.19041.1202
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Sound 4:   Microsoft USB Audio Device USB Audio Device USBAUDIO.sys 10.0.19041.1202
[thewall.engine.twilight.debugger.console.ConsoleOutProxy.OutStream] [21:40:13] TwLight Main Thread/INFO ] - 
[thewall.engine.twilight.runtime.app.TEngineAppRuntime] [21:40:13] TwLight Main Thread/INFO ] - Initialization complete, runtime is ready
[thewall.game.Game] [21:40:13] main/INFO ] - Game started in 2.055s.
[thewall.engine.twilight.render.MasterRenderer] [21:40:13] TwLight Main Thread/WARN ] - Entity [thewall.engine.twilight.entity.RawEntity] is deprecated, try to use another or implement your own.
[thewall.game.TheWall] [21:40:13] TwLight Main Thread/WARN ] - FPS drop detected, current framerate: 1
[thewall.game.TheWall] [21:40:13] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.engine.twilight.utils.WatchdogMonitor] [21:40:13] Watchdog Service/INFO ] - Watchdog keep-alive received successfully, watchdog init complete
[thewall.game.TheWall] [21:40:14] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:15] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:16] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:17] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:18] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:19] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:20] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[thewall.game.TheWall] [21:40:21] TwLight Main Thread/INFO ] - [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
